status,family,opcode_hex,mnemonic,address_mode,documented_cycles_wdc,visual6502_timing_path,has_page_cross_variant,has_branch_variant,read_write_pattern,implementation_owner,source_confidence,notes
planned,nop,DF,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
implemented,alu,E0,CPX,IMM,2,"TMP = read_pc(); ; PC++; ; do_cmp(X, TMP); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=cpx_imm; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,alu,E1,SBC,IND_X,5/7,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; do_sbc(TMP2); ; if(P & F_D) { ; read_pc(); ; set_nz(A); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=sbc_c_idx; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,E2,NOP,IMM,2,read_pc(); ; PC++; ; prefetch();,no,no,read,backlog,high (mame opcode map),mame_handler=nop_imm; cycles_source=mame_seq_derived
planned,nop,E3,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
implemented,alu,E4,CPX,ZPG,3,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; do_cmp(X, TMP2); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=cpx_zpg; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,alu,E5,SBC,ZPG,2/4,TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; do_sbc(TMP2); ; if(P & F_D) { ; read_pc(); ; set_nz(A); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=sbc_c_zpg; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,inc_dec,E6,INC,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; read(TMP); ; TMP2++; ; set_nz(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=inc_c_zpg; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,E7,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,inc_dec,E8,INX,IMP,2,read_pc(); ; X++; ; set_nz(X); ; prefetch();,no,no,read,backlog,high (mame opcode map),mame_handler=inx_imp; cycles_source=mame_seq_derived
implemented,alu,E9,SBC,IMM,1/3,TMP = read_pc(); ; PC++; ; do_sbc(TMP); ; if(P & F_D) { ; read_pc(); ; set_nz(A); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=sbc_c_imm; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,EA,NOP,IMP,2,read_pc(); ; prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_imp; cycles_source=mame_seq_derived
planned,nop,EB,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
implemented,alu,EC,CPX,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; do_cmp(X, TMP2); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=cpx_aba; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,alu,ED,SBC,ABS,3/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; do_sbc(TMP2); ; if(P & F_D) { ; read_pc(); ; set_nz(A); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=sbc_c_aba; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,inc_dec,EE,INC,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; read(TMP); ; TMP2++; ; set_nz(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=inc_c_aba; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,EF,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,control,F0,BEQ,REL,1/3,"TMP = read_pc(); ; PC++; ; if(P & F_Z) { ; read_pc(); ; if(page_changing(PC, int8_t(TMP))) { ; read_arg(set_l(PC, PC+int8_t(TMP))); ; PC += int8_t(TMP); ; prefetch();",mode-dependent,yes,control-flow,backlog,high (mame opcode map),mame_handler=beq_rel; cycles_source=mame_seq_derived
implemented,alu,F1,SBC,IND_Y,3/7,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP2 = read(TMP+Y); ; do_sbc(TMP2); ; if(P & F_D) { ; read_pc(); ; set_nz(A); ; prefetch();",mode-dependent,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=sbc_c_idy; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,alu,F2,SBC,ZPG_IND,4/6,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; do_sbc(TMP2); ; if(P & F_D) { ; read_pc(); ; set_nz(A); ; prefetch();",no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=sbc_c_zpi; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,F3,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,nop,F4,NOP,ZPG_X,4,TMP = read_pc(); ; PC++; ; read(TMP); ; read(uint8_t(TMP+X)); ; prefetch();,no,no,read,backlog,high (mame opcode map),mame_handler=nop_zpx; cycles_source=mame_seq_derived
implemented,alu,F5,SBC,ZPG_X,3/5,TMP = read_pc(); ; PC++; ; read(TMP); ; TMP2 = read(uint8_t(TMP+X)); ; do_sbc(TMP2); ; if(P & F_D) { ; read_pc(); ; set_nz(A); ; prefetch();,no,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=sbc_c_zpx; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,inc_dec,F6,INC,ZPG_X,6,"TMP = read_pc(); ; PC++; ; read(TMP); ; TMP = uint8_t(TMP+X); ; TMP2 = read(TMP); ; read(TMP); ; TMP2++; ; set_nz(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=inc_c_zpx; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,F7,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,flags,F8,SED,IMP,2,read_pc(); ; P |= F_D; ; prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=sed_imp; cycles_source=mame_seq_derived
implemented,alu,F9,SBC,ABS_Y,2/6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; do_sbc(TMP2); ; if(P & F_D) { ; read_pc(); ; set_nz(A); ; prefetch();",mode-dependent,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=sbc_c_aby; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,stack,FA,PLX,IMP,4,read_pc(); ; read(SP); ; inc_SP(); ; X = read(SP); ; set_nz(X); ; prefetch();,no,no,stack,backlog,high (mame opcode map),mame_handler=plx_imp; cycles_source=mame_seq_derived
planned,nop,FB,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
planned,nop,FC,NOP,ABS_X,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; prefetch();",mode-dependent,no,read,backlog,high (mame opcode map),mame_handler=nop_c_abx; cmos-path handler; cycles_source=mame_seq_derived
implemented,alu,FD,SBC,ABS_X,2/6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, X)) { ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; do_sbc(TMP2); ; if(P & F_D) { ; read_pc(); ; set_nz(A); ; prefetch();",mode-dependent,no,read,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=sbc_c_abx; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
implemented,inc_dec,FE,INC,ABS_X,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; read(TMP); ; TMP2++; ; set_nz(TMP2); ; write(TMP, TMP2); ; prefetch();",mode-dependent,no,read-modify-write,Cpu65c02Opcode/Cpu65c02Microcode/CpuExecutionPlanner,high (mame opcode map),mame_handler=inc_c_abx; cmos-path handler; cycles_source=mame_seq_derived; micro-queued in scheduler
planned,nop,FF,NOP,IMP,1,prefetch();,no,no,internal,backlog,high (mame opcode map),mame_handler=nop_c_imp; cmos-path handler; cycles_source=mame_seq_derived
