status,family,opcode_hex,mnemonic,address_mode,documented_cycles_wdc,visual6502_timing_path,has_page_cross_variant,has_branch_variant,read_write_pattern,implementation_owner,source_confidence,notes
planned,control,00,BRK,IMP,0/6,"// The 6502 bug when a nmi occurs in a brk is reproduced (case !irq_taken && nmi_pending) ; if(irq_taken) { ; read_pc(); ; read_pc(); ; PC++; ; write(SP, PC >> 8); ; dec_SP(); ; write(SP, PC); ; dec_SP(); ; write(SP, irq_taken ? P & ~F_B : P); ; dec_SP(); ; if(nmi_pending) { ; standard_irq_callback(NMI_LINE, PC); ; PC = read_arg(0xfffa); ; PC = set_h(PC, read_arg(0xfffb)); ; nmi_pending = false; ; if(irq_taken) ; standard_irq_callback(IRQ_LINE, PC); ; PC = read_arg(0xfffe); ; PC = set_h(PC, read_arg(0xffff)); ; irq_taken = false; ; P |= F_I; // Do *not* move after the prefetch ; prefetch(); ; inst_state = -1;",no,no,control-flow,,high (mame opcode map),mame_handler=brk_imp; cycles_source=mame_seq_derived
in_progress,logic,01,ORA,IND_X,6,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; A |= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=ora_idx; cycles_source=mame_seq_derived
planned,nop,02,KIL,NON,4+,read_pc(); ; PC++; ; read(0xffff); ; read(0xfffe); ; read(0xfffe); ; for(;;) { ; read(0xffff);,no,no,internal/illegal,,high (mame opcode map),mame_handler=kil_non; cycles_source=mame_seq_derived
planned,misc,03,SLO,IND_X,8,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; A |= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=slo_idx; cycles_source=mame_seq_derived
planned,nop,04,NOP,ZPG,3,TMP = read_pc(); ; PC++; ; read(TMP); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=nop_zpg; cycles_source=mame_seq_derived
in_progress,logic,05,ORA,ZPG,3,TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; A |= TMP2; ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=ora_zpg; cycles_source=mame_seq_derived
in_progress,shift_rotate,06,ASL,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,,high (mame opcode map),mame_handler=asl_zpg; cycles_source=mame_seq_derived
planned,misc,07,SLO,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; A |= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=slo_zpg; cycles_source=mame_seq_derived
planned,stack,08,PHP,IMP,3,"read_pc(); ; write(SP, P); ; dec_SP(); ; prefetch();",no,no,stack,,high (mame opcode map),mame_handler=php_imp; cycles_source=mame_seq_derived
in_progress,logic,09,ORA,IMM,2,TMP = read_pc(); ; PC++; ; A |= TMP; ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=ora_imm; cycles_source=mame_seq_derived
in_progress,shift_rotate,0A,ASL,ACC,2,read_pc(); ; A = do_asl(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=asl_acc; cycles_source=mame_seq_derived
planned,misc,0B,ANC,IMM,2,TMP = read_pc(); ; PC++; ; A &= TMP; ; set_nz(A); ; if(A & 0x80) ; P |= F_C; ; else ; P &= ~F_C; ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=anc_imm; cycles_source=mame_seq_derived
planned,nop,0C,NOP,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(TMP); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=nop_aba; cycles_source=mame_seq_derived
in_progress,logic,0D,ORA,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; A |= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=ora_aba; cycles_source=mame_seq_derived
in_progress,shift_rotate,0E,ASL,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,,high (mame opcode map),mame_handler=asl_aba; cycles_source=mame_seq_derived
planned,misc,0F,SLO,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; A |= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=slo_aba; cycles_source=mame_seq_derived
planned,control,10,BPL,REL,1/3,"TMP = read_pc(); ; PC++; ; if(!(P & F_N)) { ; read_pc(); ; if(page_changing(PC, int8_t(TMP))) { ; read_arg(set_l(PC, PC+int8_t(TMP))); ; PC += int8_t(TMP); ; prefetch();",mode-dependent,yes,control-flow,,high (mame opcode map),mame_handler=bpl_rel; cycles_source=mame_seq_derived
in_progress,logic,11,ORA,IND_Y,3/6,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP2 = read(TMP+Y); ; A |= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=ora_idy; cycles_source=mame_seq_derived
planned,nop,12,KIL,NON,4+,read_pc(); ; PC++; ; read(0xffff); ; read(0xfffe); ; read(0xfffe); ; for(;;) { ; read(0xffff);,no,no,internal/illegal,,high (mame opcode map),mame_handler=kil_non; cycles_source=mame_seq_derived
planned,misc,13,SLO,IND_Y,8,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; A |= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=slo_idy; cycles_source=mame_seq_derived
planned,nop,14,NOP,ZPG_X,4,TMP = read_pc(); ; PC++; ; read(TMP); ; read(uint8_t(TMP+X)); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=nop_zpx; cycles_source=mame_seq_derived
in_progress,logic,15,ORA,ZPG_X,4,TMP = read_pc(); ; PC++; ; read(TMP); ; TMP2 = read(uint8_t(TMP+X)); ; A |= TMP2; ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=ora_zpx; cycles_source=mame_seq_derived
in_progress,shift_rotate,16,ASL,ZPG_X,6,"TMP = read_pc(); ; PC++; ; read(TMP); ; TMP = uint8_t(TMP+X); ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,,high (mame opcode map),mame_handler=asl_zpx; cycles_source=mame_seq_derived
planned,misc,17,SLO,ZPG_X,6,"TMP = read_pc(); ; PC++; ; read(TMP); ; TMP = uint8_t(TMP+X); ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; A |= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=slo_zpx; cycles_source=mame_seq_derived
planned,flags,18,CLC,IMP,2,read_pc(); ; P &= ~F_C; ; prefetch();,no,no,internal,,high (mame opcode map),mame_handler=clc_imp; cycles_source=mame_seq_derived
in_progress,logic,19,ORA,ABS_Y,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; A |= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=ora_aby; cycles_source=mame_seq_derived
planned,nop,1A,NOP,IMP,2,read_pc(); ; prefetch();,no,no,internal,,high (mame opcode map),mame_handler=nop_imp; cycles_source=mame_seq_derived
planned,misc,1B,SLO,ABS_Y,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; A |= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=slo_aby; cycles_source=mame_seq_derived
planned,nop,1C,NOP,ABS_X,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, X)) { ; read(set_l(TMP, TMP+X)); ; read(TMP + X); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=nop_abx; cycles_source=mame_seq_derived
in_progress,logic,1D,ORA,ABS_X,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, X)) { ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; A |= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=ora_abx; cycles_source=mame_seq_derived
in_progress,shift_rotate,1E,ASL,ABS_X,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; prefetch();",mode-dependent,no,read-modify-write,,high (mame opcode map),mame_handler=asl_abx; cycles_source=mame_seq_derived
planned,misc,1F,SLO,ABS_X,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_asl(TMP2); ; write(TMP, TMP2); ; A |= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=slo_abx; cycles_source=mame_seq_derived
planned,control,20,JSR,ABS,6,"TMP = read_pc(); ; PC++; ; read(SP); ; write(SP, PC>>8); ; dec_SP(); ; write(SP, PC); ; dec_SP(); ; TMP = set_h(TMP, read_pc()); ; PC = TMP; ; prefetch();",no,no,control-flow,,high (mame opcode map),mame_handler=jsr_adr; cycles_source=mame_seq_derived
in_progress,logic,21,AND,IND_X,6,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; A &= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=and_idx; cycles_source=mame_seq_derived
planned,nop,22,KIL,NON,4+,read_pc(); ; PC++; ; read(0xffff); ; read(0xfffe); ; read(0xfffe); ; for(;;) { ; read(0xffff);,no,no,internal/illegal,,high (mame opcode map),mame_handler=kil_non; cycles_source=mame_seq_derived
planned,misc,23,RLA,IND_X,8,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; A &= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=rla_idx; cycles_source=mame_seq_derived
in_progress,logic,24,BIT,ZPG,3,TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; do_bit(TMP2); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=bit_zpg; cycles_source=mame_seq_derived
in_progress,logic,25,AND,ZPG,3,TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; A &= TMP2; ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=and_zpg; cycles_source=mame_seq_derived
in_progress,shift_rotate,26,ROL,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,,high (mame opcode map),mame_handler=rol_zpg; cycles_source=mame_seq_derived
planned,misc,27,RLA,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; A &= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=rla_zpg; cycles_source=mame_seq_derived
planned,stack,28,PLP,IMP,4,read_pc(); ; read(SP); ; inc_SP(); ; TMP = read(SP) | (F_B|F_E); ; prefetch(); ; P = TMP; // Do *not* move it before the prefetch,no,no,stack,,high (mame opcode map),mame_handler=plp_imp; cycles_source=mame_seq_derived
in_progress,logic,29,AND,IMM,2,TMP = read_pc(); ; PC++; ; A &= TMP; ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=and_imm; cycles_source=mame_seq_derived
in_progress,shift_rotate,2A,ROL,ACC,2,read_pc(); ; A = do_rol(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=rol_acc; cycles_source=mame_seq_derived
planned,misc,2B,ANC,IMM,2,TMP = read_pc(); ; PC++; ; A &= TMP; ; set_nz(A); ; if(A & 0x80) ; P |= F_C; ; else ; P &= ~F_C; ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=anc_imm; cycles_source=mame_seq_derived
in_progress,logic,2C,BIT,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; do_bit(TMP2); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=bit_aba; cycles_source=mame_seq_derived
in_progress,logic,2D,AND,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; A &= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=and_aba; cycles_source=mame_seq_derived
in_progress,shift_rotate,2E,ROL,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,,high (mame opcode map),mame_handler=rol_aba; cycles_source=mame_seq_derived
planned,misc,2F,RLA,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; A &= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=rla_aba; cycles_source=mame_seq_derived
planned,control,30,BMI,REL,1/3,"TMP = read_pc(); ; PC++; ; if(P & F_N) { ; read_pc(); ; if(page_changing(PC, int8_t(TMP))) { ; read_arg(set_l(PC, PC+int8_t(TMP))); ; PC += int8_t(TMP); ; prefetch();",mode-dependent,yes,control-flow,,high (mame opcode map),mame_handler=bmi_rel; cycles_source=mame_seq_derived
in_progress,logic,31,AND,IND_Y,3/6,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP2 = read(TMP+Y); ; A &= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=and_idy; cycles_source=mame_seq_derived
planned,nop,32,KIL,NON,4+,read_pc(); ; PC++; ; read(0xffff); ; read(0xfffe); ; read(0xfffe); ; for(;;) { ; read(0xffff);,no,no,internal/illegal,,high (mame opcode map),mame_handler=kil_non; cycles_source=mame_seq_derived
planned,misc,33,RLA,IND_Y,8,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; A &= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=rla_idy; cycles_source=mame_seq_derived
planned,nop,34,NOP,ZPG_X,4,TMP = read_pc(); ; PC++; ; read(TMP); ; read(uint8_t(TMP+X)); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=nop_zpx; cycles_source=mame_seq_derived
in_progress,logic,35,AND,ZPG_X,4,TMP = read_pc(); ; PC++; ; read(TMP); ; TMP2 = read(uint8_t(TMP+X)); ; A &= TMP2; ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=and_zpx; cycles_source=mame_seq_derived
in_progress,shift_rotate,36,ROL,ZPG_X,6,"TMP = read_pc(); ; PC++; ; read(TMP); ; TMP = uint8_t(TMP+X); ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,,high (mame opcode map),mame_handler=rol_zpx; cycles_source=mame_seq_derived
planned,misc,37,RLA,ZPG_X,6,"TMP = read_pc(); ; PC++; ; read(TMP); ; TMP = uint8_t(TMP+X); ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; A &= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=rla_zpx; cycles_source=mame_seq_derived
planned,flags,38,SEC,IMP,2,read_pc(); ; P |= F_C; ; prefetch();,no,no,internal,,high (mame opcode map),mame_handler=sec_imp; cycles_source=mame_seq_derived
in_progress,logic,39,AND,ABS_Y,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; A &= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=and_aby; cycles_source=mame_seq_derived
planned,nop,3A,NOP,IMP,2,read_pc(); ; prefetch();,no,no,internal,,high (mame opcode map),mame_handler=nop_imp; cycles_source=mame_seq_derived
planned,misc,3B,RLA,ABS_Y,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; A &= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=rla_aby; cycles_source=mame_seq_derived
planned,nop,3C,NOP,ABS_X,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, X)) { ; read(set_l(TMP, TMP+X)); ; read(TMP + X); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=nop_abx; cycles_source=mame_seq_derived
in_progress,logic,3D,AND,ABS_X,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, X)) { ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; A &= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=and_abx; cycles_source=mame_seq_derived
in_progress,shift_rotate,3E,ROL,ABS_X,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; prefetch();",mode-dependent,no,read-modify-write,,high (mame opcode map),mame_handler=rol_abx; cycles_source=mame_seq_derived
planned,misc,3F,RLA,ABS_X,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_rol(TMP2); ; write(TMP, TMP2); ; A &= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=rla_abx; cycles_source=mame_seq_derived
planned,control,40,RTI,IMP,6,"read_pc(); ; read(SP); ; inc_SP(); ; P = read(SP) | (F_B|F_E); ; inc_SP(); ; PC = read(SP); ; inc_SP(); ; PC = set_h(PC, read(SP)); ; prefetch();",no,no,control-flow,,high (mame opcode map),mame_handler=rti_imp; cycles_source=mame_seq_derived
in_progress,logic,41,EOR,IND_X,6,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; A ^= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=eor_idx; cycles_source=mame_seq_derived
planned,nop,42,KIL,NON,4+,read_pc(); ; PC++; ; read(0xffff); ; read(0xfffe); ; read(0xfffe); ; for(;;) { ; read(0xffff);,no,no,internal/illegal,,high (mame opcode map),mame_handler=kil_non; cycles_source=mame_seq_derived
planned,misc,43,SRE,IND_X,8,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_lsr(TMP2); ; write(TMP, TMP2); ; A ^= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=sre_idx; cycles_source=mame_seq_derived
planned,nop,44,NOP,ZPG,3,TMP = read_pc(); ; PC++; ; read(TMP); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=nop_zpg; cycles_source=mame_seq_derived
in_progress,logic,45,EOR,ZPG,3,TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; A ^= TMP2; ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=eor_zpg; cycles_source=mame_seq_derived
in_progress,shift_rotate,46,LSR,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_lsr(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,,high (mame opcode map),mame_handler=lsr_zpg; cycles_source=mame_seq_derived
planned,misc,47,SRE,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_lsr(TMP2); ; write(TMP, TMP2); ; A ^= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=sre_zpg; cycles_source=mame_seq_derived
planned,stack,48,PHA,IMP,3,"read_pc(); ; write(SP, A); ; dec_SP(); ; prefetch();",no,no,stack,,high (mame opcode map),mame_handler=pha_imp; cycles_source=mame_seq_derived
in_progress,logic,49,EOR,IMM,2,TMP = read_pc(); ; PC++; ; A ^= TMP; ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=eor_imm; cycles_source=mame_seq_derived
in_progress,shift_rotate,4A,LSR,ACC,2,read_pc(); ; A = do_lsr(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=lsr_acc; cycles_source=mame_seq_derived
planned,misc,4B,ASR,IMM,2,TMP = read_pc(); ; PC++; ; A = do_lsr(A & TMP); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=asr_imm; cycles_source=mame_seq_derived
planned,control,4C,JMP,ABS,3,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC = TMP; ; prefetch();",no,no,control-flow,,high (mame opcode map),mame_handler=jmp_adr; cycles_source=mame_seq_derived
in_progress,logic,4D,EOR,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; A ^= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=eor_aba; cycles_source=mame_seq_derived
in_progress,shift_rotate,4E,LSR,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_lsr(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,,high (mame opcode map),mame_handler=lsr_aba; cycles_source=mame_seq_derived
planned,misc,4F,SRE,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_lsr(TMP2); ; write(TMP, TMP2); ; A ^= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=sre_aba; cycles_source=mame_seq_derived
planned,control,50,BVC,REL,1/3,"TMP = read_pc(); ; PC++; ; if(!(P & F_V)) { ; read_pc(); ; if(page_changing(PC, int8_t(TMP))) { ; read_arg(set_l(PC, PC+int8_t(TMP))); ; PC += int8_t(TMP); ; prefetch();",mode-dependent,yes,control-flow,,high (mame opcode map),mame_handler=bvc_rel; cycles_source=mame_seq_derived
in_progress,logic,51,EOR,IND_Y,3/6,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP2 = read(TMP+Y); ; A ^= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=eor_idy; cycles_source=mame_seq_derived
planned,nop,52,KIL,NON,4+,read_pc(); ; PC++; ; read(0xffff); ; read(0xfffe); ; read(0xfffe); ; for(;;) { ; read(0xffff);,no,no,internal/illegal,,high (mame opcode map),mame_handler=kil_non; cycles_source=mame_seq_derived
planned,misc,53,SRE,IND_Y,8,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_lsr(TMP2); ; write(TMP, TMP2); ; A ^= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=sre_idy; cycles_source=mame_seq_derived
planned,nop,54,NOP,ZPG_X,4,TMP = read_pc(); ; PC++; ; read(TMP); ; read(uint8_t(TMP+X)); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=nop_zpx; cycles_source=mame_seq_derived
in_progress,logic,55,EOR,ZPG_X,4,TMP = read_pc(); ; PC++; ; read(TMP); ; TMP2 = read(uint8_t(TMP+X)); ; A ^= TMP2; ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=eor_zpx; cycles_source=mame_seq_derived
