status,family,opcode_hex,mnemonic,address_mode,documented_cycles_wdc,visual6502_timing_path,has_page_cross_variant,has_branch_variant,read_write_pattern,implementation_owner,source_confidence,notes
in_progress,shift_rotate,56,LSR,ZPG_X,6,"TMP = read_pc(); ; PC++; ; read(TMP); ; TMP = uint8_t(TMP+X); ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_lsr(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,,high (mame opcode map),mame_handler=lsr_zpx; cycles_source=mame_seq_derived
planned,misc,57,SRE,ZPG_X,6,"TMP = read_pc(); ; PC++; ; read(TMP); ; TMP = uint8_t(TMP+X); ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_lsr(TMP2); ; write(TMP, TMP2); ; A ^= TMP2; ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=sre_zpx; cycles_source=mame_seq_derived
planned,flags,58,CLI,IMP,2,read_pc(); ; prefetch(); ; P &= ~F_I; // Do *not* move it before the prefetch,no,no,internal,,high (mame opcode map),mame_handler=cli_imp; cycles_source=mame_seq_derived
in_progress,logic,59,EOR,ABS_Y,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; A ^= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=eor_aby; cycles_source=mame_seq_derived
planned,nop,5A,NOP,IMP,2,read_pc(); ; prefetch();,no,no,internal,,high (mame opcode map),mame_handler=nop_imp; cycles_source=mame_seq_derived
planned,misc,5B,SRE,ABS_Y,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_lsr(TMP2); ; write(TMP, TMP2); ; A ^= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=sre_aby; cycles_source=mame_seq_derived
planned,nop,5C,NOP,ABS_X,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, X)) { ; read(set_l(TMP, TMP+X)); ; read(TMP + X); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=nop_abx; cycles_source=mame_seq_derived
in_progress,logic,5D,EOR,ABS_X,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, X)) { ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; A ^= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=eor_abx; cycles_source=mame_seq_derived
in_progress,shift_rotate,5E,LSR,ABS_X,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_lsr(TMP2); ; write(TMP, TMP2); ; prefetch();",mode-dependent,no,read-modify-write,,high (mame opcode map),mame_handler=lsr_abx; cycles_source=mame_seq_derived
planned,misc,5F,SRE,ABS_X,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_lsr(TMP2); ; write(TMP, TMP2); ; A ^= TMP2; ; set_nz(A); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=sre_abx; cycles_source=mame_seq_derived
planned,control,60,RTS,IMP,6,"read_pc(); ; read(SP); ; inc_SP(); ; PC = read(SP); ; inc_SP(); ; PC = set_h(PC, read(SP)); ; read_pc(); ; PC++; ; prefetch();",no,no,control-flow,,high (mame opcode map),mame_handler=rts_imp; cycles_source=mame_seq_derived
in_progress,alu,61,ADC,IND_X,6,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; do_adc(TMP2); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=adc_idx; cycles_source=mame_seq_derived
planned,nop,62,KIL,NON,4+,read_pc(); ; PC++; ; read(0xffff); ; read(0xfffe); ; read(0xfffe); ; for(;;) { ; read(0xffff);,no,no,internal/illegal,,high (mame opcode map),mame_handler=kil_non; cycles_source=mame_seq_derived
planned,misc,63,RRA,IND_X,8,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_ror(TMP2); ; write(TMP, TMP2); ; do_adc(TMP2); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=rra_idx; cycles_source=mame_seq_derived
planned,nop,64,NOP,ZPG,3,TMP = read_pc(); ; PC++; ; read(TMP); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=nop_zpg; cycles_source=mame_seq_derived
in_progress,alu,65,ADC,ZPG,3,TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; do_adc(TMP2); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=adc_zpg; cycles_source=mame_seq_derived
in_progress,shift_rotate,66,ROR,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_ror(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,,high (mame opcode map),mame_handler=ror_zpg; cycles_source=mame_seq_derived
planned,misc,67,RRA,ZPG,5,"TMP = read_pc(); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_ror(TMP2); ; write(TMP, TMP2); ; do_adc(TMP2); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=rra_zpg; cycles_source=mame_seq_derived
planned,stack,68,PLA,IMP,4,read_pc(); ; read(SP); ; inc_SP(); ; A = read(SP); ; set_nz(A); ; prefetch();,no,no,stack,,high (mame opcode map),mame_handler=pla_imp; cycles_source=mame_seq_derived
in_progress,alu,69,ADC,IMM,2,TMP = read_pc(); ; PC++; ; do_adc(TMP); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=adc_imm; cycles_source=mame_seq_derived
in_progress,shift_rotate,6A,ROR,ACC,2,read_pc(); ; A = do_ror(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=ror_acc; cycles_source=mame_seq_derived
planned,misc,6B,ARR,IMM,2,TMP = read_pc(); ; PC++; ; A &= TMP; ; do_arr(); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=arr_imm; cycles_source=mame_seq_derived
planned,control,6C,JMP,ABS_IND,5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; PC = read(TMP); ; PC = set_h(PC, read(set_l(TMP, TMP+1))); ; prefetch();",no,no,control-flow,,high (mame opcode map),mame_handler=jmp_ind; cycles_source=mame_seq_derived
in_progress,alu,6D,ADC,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; do_adc(TMP2); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=adc_aba; cycles_source=mame_seq_derived
in_progress,shift_rotate,6E,ROR,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_ror(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,,high (mame opcode map),mame_handler=ror_aba; cycles_source=mame_seq_derived
planned,misc,6F,RRA,ABS,6,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_ror(TMP2); ; write(TMP, TMP2); ; do_adc(TMP2); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=rra_aba; cycles_source=mame_seq_derived
planned,control,70,BVS,REL,1/3,"TMP = read_pc(); ; PC++; ; if(P & F_V) { ; read_pc(); ; if(page_changing(PC, int8_t(TMP))) { ; read_arg(set_l(PC, PC+int8_t(TMP))); ; PC += int8_t(TMP); ; prefetch();",mode-dependent,yes,control-flow,,high (mame opcode map),mame_handler=bvs_rel; cycles_source=mame_seq_derived
in_progress,alu,71,ADC,IND_Y,3/6,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP2 = read(TMP+Y); ; do_adc(TMP2); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=adc_idy; cycles_source=mame_seq_derived
planned,nop,72,KIL,NON,4+,read_pc(); ; PC++; ; read(0xffff); ; read(0xfffe); ; read(0xfffe); ; for(;;) { ; read(0xffff);,no,no,internal/illegal,,high (mame opcode map),mame_handler=kil_non; cycles_source=mame_seq_derived
planned,misc,73,RRA,IND_Y,8,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_ror(TMP2); ; write(TMP, TMP2); ; do_adc(TMP2); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=rra_idy; cycles_source=mame_seq_derived
planned,nop,74,NOP,ZPG_X,4,TMP = read_pc(); ; PC++; ; read(TMP); ; read(uint8_t(TMP+X)); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=nop_zpx; cycles_source=mame_seq_derived
in_progress,alu,75,ADC,ZPG_X,4,TMP = read_pc(); ; PC++; ; read(TMP); ; TMP2 = read(uint8_t(TMP+X)); ; do_adc(TMP2); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=adc_zpx; cycles_source=mame_seq_derived
in_progress,shift_rotate,76,ROR,ZPG_X,6,"TMP = read_pc(); ; PC++; ; read(TMP); ; TMP = uint8_t(TMP+X); ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_ror(TMP2); ; write(TMP, TMP2); ; prefetch();",no,no,read-modify-write,,high (mame opcode map),mame_handler=ror_zpx; cycles_source=mame_seq_derived
planned,misc,77,RRA,ZPG_X,6,"TMP = read_pc(); ; PC++; ; read(TMP); ; TMP = uint8_t(TMP+X); ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_ror(TMP2); ; write(TMP, TMP2); ; do_adc(TMP2); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=rra_zpx; cycles_source=mame_seq_derived
planned,flags,78,SEI,IMP,2,read_pc(); ; prefetch(); ; P |= F_I; // Do *not* move it before the prefetch,no,no,internal,,high (mame opcode map),mame_handler=sei_imp; cycles_source=mame_seq_derived
in_progress,alu,79,ADC,ABS_Y,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, Y)) { ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; do_adc(TMP2); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=adc_aby; cycles_source=mame_seq_derived
planned,nop,7A,NOP,IMP,2,read_pc(); ; prefetch();,no,no,internal,,high (mame opcode map),mame_handler=nop_imp; cycles_source=mame_seq_derived
planned,misc,7B,RRA,ABS_Y,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+Y)); ; TMP += Y; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_ror(TMP2); ; write(TMP, TMP2); ; do_adc(TMP2); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=rra_aby; cycles_source=mame_seq_derived
planned,nop,7C,NOP,ABS_X,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, X)) { ; read(set_l(TMP, TMP+X)); ; read(TMP + X); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=nop_abx; cycles_source=mame_seq_derived
in_progress,alu,7D,ADC,ABS_X,2/5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; if(page_changing(TMP, X)) { ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; do_adc(TMP2); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=adc_abx; cycles_source=mame_seq_derived
in_progress,shift_rotate,7E,ROR,ABS_X,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_ror(TMP2); ; write(TMP, TMP2); ; prefetch();",mode-dependent,no,read-modify-write,,high (mame opcode map),mame_handler=ror_abx; cycles_source=mame_seq_derived
planned,misc,7F,RRA,ABS_X,7,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; TMP += X; ; TMP2 = read(TMP); ; write(TMP, TMP2); ; TMP2 = do_ror(TMP2); ; write(TMP, TMP2); ; do_adc(TMP2); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=rra_abx; cycles_source=mame_seq_derived
planned,nop,80,NOP,IMM,2,read_pc(); ; PC++; ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=nop_imm; cycles_source=mame_seq_derived
in_progress,store,81,STA,IND_X,6,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; write(TMP, A); ; prefetch();",no,no,write,,high (mame opcode map),mame_handler=sta_idx; cycles_source=mame_seq_derived
planned,nop,82,NOP,IMM,2,read_pc(); ; PC++; ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=nop_imm; cycles_source=mame_seq_derived
planned,misc,83,SAX,IND_X,6,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; TMP2 = A & X; ; write(TMP, TMP2); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=sax_idx; cycles_source=mame_seq_derived
in_progress,store,84,STY,ZPG,3,"TMP = read_pc(); ; PC++; ; write(TMP, Y); ; prefetch();",no,no,write,,high (mame opcode map),mame_handler=sty_zpg; cycles_source=mame_seq_derived
in_progress,store,85,STA,ZPG,3,"TMP = read_pc(); ; PC++; ; write(TMP, A); ; prefetch();",no,no,write,,high (mame opcode map),mame_handler=sta_zpg; cycles_source=mame_seq_derived
in_progress,store,86,STX,ZPG,3,"TMP = read_pc(); ; PC++; ; write(TMP, X); ; prefetch();",no,no,write,,high (mame opcode map),mame_handler=stx_zpg; cycles_source=mame_seq_derived
planned,misc,87,SAX,ZPG,3,"TMP = read_pc(); ; PC++; ; TMP2 = A & X; ; write(TMP, TMP2); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=sax_zpg; cycles_source=mame_seq_derived
planned,inc_dec,88,DEY,IMP,2,read_pc(); ; Y--; ; set_nz(Y); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=dey_imp; cycles_source=mame_seq_derived
planned,nop,89,NOP,IMM,2,read_pc(); ; PC++; ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=nop_imm; cycles_source=mame_seq_derived
planned,transfer,8A,TXA,IMP,2,read_pc(); ; A = X; ; set_nz(A); ; prefetch();,no,no,internal,,high (mame opcode map),mame_handler=txa_imp; cycles_source=mame_seq_derived
planned,misc,8B,ANE,IMM,2,TMP = read_pc(); ; PC++; ; A &= TMP & X; ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=ane_imm; cycles_source=mame_seq_derived
in_progress,store,8C,STY,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; write(TMP, Y); ; prefetch();",no,no,write,,high (mame opcode map),mame_handler=sty_aba; cycles_source=mame_seq_derived
in_progress,store,8D,STA,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; write(TMP, A); ; prefetch();",no,no,write,,high (mame opcode map),mame_handler=sta_aba; cycles_source=mame_seq_derived
in_progress,store,8E,STX,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; write(TMP, X); ; prefetch();",no,no,write,,high (mame opcode map),mame_handler=stx_aba; cycles_source=mame_seq_derived
planned,misc,8F,SAX,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; TMP2 = A & X; ; write(TMP, TMP2); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=sax_aba; cycles_source=mame_seq_derived
planned,control,90,BCC,REL,1/3,"TMP = read_pc(); ; PC++; ; if(!(P & F_C)) { ; read_pc(); ; if(page_changing(PC, int8_t(TMP))) { ; read_arg(set_l(PC, PC+int8_t(TMP))); ; PC += int8_t(TMP); ; prefetch();",mode-dependent,yes,control-flow,,high (mame opcode map),mame_handler=bcc_rel; cycles_source=mame_seq_derived
in_progress,store,91,STA,IND_Y,6,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; read(set_l(TMP, TMP+Y)); ; write(TMP+Y, A); ; prefetch();",mode-dependent,no,write,,high (mame opcode map),mame_handler=sta_idy; cycles_source=mame_seq_derived
planned,nop,92,KIL,NON,4+,read_pc(); ; PC++; ; read(0xffff); ; read(0xfffe); ; read(0xfffe); ; for(;;) { ; read(0xffff);,no,no,internal/illegal,,high (mame opcode map),mame_handler=kil_non; cycles_source=mame_seq_derived
planned,misc,93,SHA,IND_Y,6,"TMP2 = read_pc(); ; PC++; ; TMP = read(TMP2); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; read(set_l(TMP, TMP+Y)); ; TMP2 = A & X & ((TMP >> 8)+1); ; if(page_changing(TMP, Y)) ; TMP = set_h(TMP+Y, TMP2); ; else ; TMP += Y; ; write(TMP, TMP2); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=sha_idy; cycles_source=mame_seq_derived
in_progress,store,94,STY,ZPG_X,4,"TMP = read_pc(); ; PC++; ; read(TMP); ; write(uint8_t(TMP+X), Y); ; prefetch();",no,no,write,,high (mame opcode map),mame_handler=sty_zpx; cycles_source=mame_seq_derived
in_progress,store,95,STA,ZPG_X,4,"TMP = read_pc(); ; PC++; ; read(TMP); ; write(uint8_t(TMP+X), A); ; prefetch();",no,no,write,,high (mame opcode map),mame_handler=sta_zpx; cycles_source=mame_seq_derived
in_progress,store,96,STX,ZPG_Y,4,"TMP = read_pc(); ; PC++; ; read(TMP); ; write(uint8_t(TMP+Y), X); ; prefetch();",no,no,write,,high (mame opcode map),mame_handler=stx_zpy; cycles_source=mame_seq_derived
planned,misc,97,SAX,ZPG_Y,4,"TMP = read_pc(); ; PC++; ; read(TMP); ; TMP = uint8_t(TMP+Y); ; TMP2 = A & X; ; write(TMP, TMP2); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=sax_zpy; cycles_source=mame_seq_derived
planned,transfer,98,TYA,IMP,2,read_pc(); ; A = Y; ; set_nz(A); ; prefetch();,no,no,internal,,high (mame opcode map),mame_handler=tya_imp; cycles_source=mame_seq_derived
in_progress,store,99,STA,ABS_Y,5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+Y)); ; write(TMP+Y, A); ; prefetch();",mode-dependent,no,write,,high (mame opcode map),mame_handler=sta_aby; cycles_source=mame_seq_derived
planned,transfer,9A,TXS,IMP,2,"read_pc(); ; SP = set_l(SP, X); ; prefetch();",no,no,internal,,high (mame opcode map),mame_handler=txs_imp; cycles_source=mame_seq_derived
planned,misc,9B,SHS,ABS_Y,5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+Y)); ; SP = set_l(SP, A & X); ; TMP2 = A & X & ((TMP >> 8)+1); ; if(page_changing(TMP, Y)) ; TMP = set_h(TMP+Y, TMP2); ; else ; TMP += Y; ; write(TMP, TMP2); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=shs_aby; cycles_source=mame_seq_derived
planned,misc,9C,SHY,ABS_X,5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; TMP2 = Y & ((TMP >> 8)+1); ; if(page_changing(TMP, X)) ; TMP = set_h(TMP+X, TMP2); ; else ; TMP += X; ; write(TMP, TMP2); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=shy_abx; cycles_source=mame_seq_derived
in_progress,store,9D,STA,ABS_X,5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+X)); ; write(TMP+X, A); ; prefetch();",mode-dependent,no,write,,high (mame opcode map),mame_handler=sta_abx; cycles_source=mame_seq_derived
planned,misc,9E,SHX,ABS_Y,5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+Y)); ; TMP2 = X & ((TMP >> 8)+1); ; if(page_changing(TMP, Y)) ; TMP = set_h(TMP+Y, TMP2); ; else ; TMP += Y; ; write(TMP, TMP2); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=shx_aby; cycles_source=mame_seq_derived
planned,misc,9F,SHA,ABS_Y,5,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; read(set_l(TMP, TMP+Y)); ; TMP2 = A & X & ((TMP >> 8)+1); ; if(page_changing(TMP, Y)) ; TMP = set_h(TMP+Y, TMP2); ; else ; TMP += Y; ; write(TMP, TMP2); ; prefetch();",mode-dependent,no,read,,high (mame opcode map),mame_handler=sha_aby; cycles_source=mame_seq_derived
in_progress,load,A0,LDY,IMM,2,Y = read_pc(); ; PC++; ; set_nz(Y); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=ldy_imm; cycles_source=mame_seq_derived
in_progress,load,A1,LDA,IND_X,6,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; A = read(TMP); ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=lda_idx; cycles_source=mame_seq_derived
in_progress,load,A2,LDX,IMM,2,X = read_pc(); ; PC++; ; set_nz(X); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=ldx_imm; cycles_source=mame_seq_derived
planned,misc,A3,LAX,IND_X,6,"TMP2 = read_pc(); ; PC++; ; read(TMP2); ; TMP2 += X; ; TMP = read(TMP2 & 0xff); ; TMP = set_h(TMP, read((TMP2+1) & 0xff)); ; A = X = read(TMP); ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=lax_idx; cycles_source=mame_seq_derived
in_progress,load,A4,LDY,ZPG,3,TMP = read_pc(); ; PC++; ; Y = read(TMP); ; set_nz(Y); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=ldy_zpg; cycles_source=mame_seq_derived
in_progress,load,A5,LDA,ZPG,3,TMP = read_pc(); ; PC++; ; A = read(TMP); ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=lda_zpg; cycles_source=mame_seq_derived
in_progress,load,A6,LDX,ZPG,3,TMP = read_pc(); ; PC++; ; X = read(TMP); ; set_nz(X); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=ldx_zpg; cycles_source=mame_seq_derived
planned,misc,A7,LAX,ZPG,3,TMP = read_pc(); ; PC++; ; A = X = read(TMP); ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=lax_zpg; cycles_source=mame_seq_derived
planned,transfer,A8,TAY,IMP,2,read_pc(); ; Y = A; ; set_nz(Y); ; prefetch();,no,no,internal,,high (mame opcode map),mame_handler=tay_imp; cycles_source=mame_seq_derived
in_progress,load,A9,LDA,IMM,2,A = read_pc(); ; PC++; ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=lda_imm; cycles_source=mame_seq_derived
planned,transfer,AA,TAX,IMP,2,read_pc(); ; X = A; ; set_nz(X); ; prefetch();,no,no,internal,,high (mame opcode map),mame_handler=tax_imp; cycles_source=mame_seq_derived
planned,misc,AB,LXA,IMM,2,A = X = read_pc(); ; PC++; ; set_nz(A); ; prefetch();,no,no,read,,high (mame opcode map),mame_handler=lxa_imm; cycles_source=mame_seq_derived
in_progress,load,AC,LDY,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; Y = read(TMP); ; set_nz(Y); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=ldy_aba; cycles_source=mame_seq_derived
in_progress,load,AD,LDA,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; A = read(TMP); ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=lda_aba; cycles_source=mame_seq_derived
in_progress,load,AE,LDX,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; X = read(TMP); ; set_nz(X); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=ldx_aba; cycles_source=mame_seq_derived
planned,misc,AF,LAX,ABS,4,"TMP = read_pc(); ; PC++; ; TMP = set_h(TMP, read_pc()); ; PC++; ; A = X = read(TMP); ; set_nz(A); ; prefetch();",no,no,read,,high (mame opcode map),mame_handler=lax_aba; cycles_source=mame_seq_derived
planned,control,B0,BCS,REL,1/3,"TMP = read_pc(); ; PC++; ; if(P & F_C) { ; read_pc(); ; if(page_changing(PC, int8_t(TMP))) { ; read_arg(set_l(PC, PC+int8_t(TMP))); ; PC += int8_t(TMP); ; prefetch();",mode-dependent,yes,control-flow,,high (mame opcode map),mame_handler=bcs_rel; cycles_source=mame_seq_derived
